Source_Page,Table_Number,0,1,2,3,4,5,6,7,8,9,10
171,16,,,"Construction of 5 units for learners with 
Special Education Needs within existing 
schools in 5 zones","(Momboshi, Chisamba, Kabanga, 
Mupelekese and Liteta zones)",,1,1,1,2,MOE,
171,16,,"Sports, 
culture 
and arts 
develop
ment","Support recreation activities in all the 12 
wards through provision of materials",All wards,0,3,3,3,3,"Council, 
Education, 
Health, 
C/Partners",
171,16,,"Self-help 
initiatives 
promotio
n","Support 1600 farmer households 
annually  with food security packs",All wards,1600,1600,1600,1600,1600,"Community 
developmen
t",
171,16,,"Food 
security 
support","1450 households supported with 
Alternative Livelihood Interventions such 
as fish farming, bee keeping etc",All wards,50,350,350,350,350,"Fisheries & 
livestock, 
Community 
developmen
t, Social 
welfare, 
Council, 
C/Partners",
172,17,,,"450 vulnerable households supported 
with goats",All wards,50,100,100,100,100,"Fisheries & 
livestock, 
Community 
developmen
t, Social 
welfare, 
Council, 
C/Partners",
172,17,,,"Support 1000 vulnerable households with 
chickens",All wards,0,250,250,250,250,"Fisheries & 
livestock, 
Community 
developmen
t, Social 
welfare, 
Council, 
C/Partners",
172,17,,"Gender-
based 
violence 
eliminati
on",Sensitise all the 12 wards on GBV,All wards,12,12,12,12,12,"Council, ZP, 
District 
gender 
committee",
172,17,,,"Commemorate the 16 days of gender 
activism every year",All wards,1,1,1,1,1,"Council, ZP, 
District 
gender 
committee",
172,17,,,"Construction of 1 safe home for GBV 
victims",Isolated place in any of the 12 wards,,,,,1,"Council, ZP, 
Community 
developmen
t, District 
gender 
committee",
172,17,,"Child 
protectio
n","represent 100% of children that come in 
conflict with the law in courts by Juvenile 
Inspectors",All wards,100%,100%,100%,100%,100%,"Community 
developmen
t, ZP, 
Judiciary",
172,17,"Chisamba will reduce 
developmental 
inequalities","Gender 
equality","Formulation of 1 district gender 
workplace policy",CBD,,1,,,,"All 
government 
departments
/ C/Partners",
172,17,,,"Conduct 1 sensitisation meeting per 
ward per year on gender issues",All wards,12,12,12,12,12,"Council, 
District",
173,18,,,,,,,,,,"gender 
committee",
173,18,,"Local 
Area 
Plans",Preparation of Layout plans,CBD,1,1,1,1,1,Council,
173,18,,"Rural 
roads 
connecti
vity","645 Kms Main gravel roads graded and 
upgraded In all the 12 wards","ü 35 Kms LITETA WARD (20 kms T2 to 
Lwamabwe via Malombe and 15kms 
T2 to Nalufwi via Chankumba) 
ü 56 Kms CHISAMBA WARD- 20km 
township roads, 7 Kms T2 to 
Mupamapamo, 10kms old Boma to 
fisher, 19kms T2 to Kamaila). 
ü 46 Kms KAMANO WARD (Chipwende 
to Nankunko via Kamano and Mbozi 
Farm) 
ü 44 kms CHAMUKA WARD (12kms fig 
tree to chipembi, 8kms Chipembi to 
Kaputi, 9kms Chipembi to Moombe, 
9kms 4 Ways to Kalaswa road, 6kms 
Nsesha to Moombe road) 
ü 58 Kms MONANG’OMBE WARD (20 
Kms Sichombola stream to Kalwelwe 
via Monang’ombe, 18Kms Kamulobwe 
to Kalwelwe and 20Kms Lwamabwe to 
Chikonkomene market via Miyanda 
sch) 
ü 52 Kms MUTENGA WARD (30Kms 
Shamakulika to pa Lungu via 
Mufunda, Munyama SDA AND 
Mweemba school. 22kms Kwa desi to 
Chikonkomene market via malakata, 
pa Friday, chaila ziyende and 
kachenje) 
ü 106 Kms MWAPULA WARD (35kms 
Chipilepile ruute from Munano road, 
20kms Kachangwa route from 
chipilepile junction, 10kms Mwapula to 
Luyando, 11kms Kachangwa to 
Kanakantapa, 8 kms Chipilepile to 
Kanakantapa, 9kms Mwapula to",91,148,158,152,96,"RDA, Council",
174,19,,,,"Kaminembe, 9kms Kaminembe to 
Nyankanga, 4kms Nyankanga to 4 
ways) 
ü 98 Kms MUSWISHI WARD (36Kms 
Kabwe to Kasosolo, 18Kms Katuba to 
Chikuse, 8Kms 16miles to mututu, 6Kms 
Mututu to 18 miles, 25kms Kafulamasi 
road and 5kms Cool corner to 
Chikuse) 
ü 54 Kms MULUNGUSHI WARD (26Kms 
Kalusenga to 27 miles, 6 Kms 
Mulungushi agro to Munema, 5 Kms 
Mulungushi Agro to Masiye, 12 Kms 
Lombwa road and 5 Kms Chipaba 
road) 
ü 32 Kms CHIKONKOMENE WARD 
(22Kms Chipandaike road and 10Kms 
Mingochi Matubila) 
ü 23 Km MWANTAYA WARD (23Kms 
HRH Chamuka’s palace to Nsungula 
village) 
ü 41 Kms MISWA WARD (18Kms 
Nkongolo road & 23 Kms T2 to 
Chisamba ranch)",,,,,,,
174,19,,,"Upgrade three main roads-96KMs (63 
KMs, 32 KMs and 101 KMs) to bituminous 
standard. Note (30Km of the 101 already 
being upgraded under Luvias 
investment (contractor)","Chisamba- Kasavasa- KabweZNS 
Road (63KM), Kalangwa- Ngwere road 
(32KMs) and the Chisamba-Chipembi-
Kabwe road (101Kms)",35,40,40,40,41,"RDA, Council",
174,19,,,"36 Bridges and culverts installed in 5 
wards and other wards during road 
construction works","ü MONANG’OMBE WARD 
(Sichombola, Kapata, Lwamabwe, 
Miyanda, Masakasaka, Newton, 
Monang’ombe, Chiko, Lupani, Shikita, 
Kalwelwe) 
ü MULUNGUSHI WARD (Muswishi Agro, 
Kasamba, Masiye, Lombwa) 
ü MWAPULA WARD (Mwapula-
Muntemba, Kaminembe, 
Matubafyulu, Nyankole-foot, 
Nyankanga-foot) 
ü MWANTAYA WARD (Katuba,",11,4,5,7,9,"RDA, Council",
175,20,,,,"Champande) 
ü MUTENGA WARD (Shamakulika, 
Chibwalubwalu, Kachenje, Mufunda, 
Chaila ziyende, Pa Monga, Pa Morris, 
Pa Friday, Pa Salachi, Pa Emelia, 
Munyama stream, Pa Mpofu, Kanyoko, 
Pa Luka.",,,,,,,
175,20,,,"Open up 20kms of drainages in 
Chisamba township",Chisamba township,13,7,,,,Council,
175,20,,"Rural 
Industriali
zation","Produce one district investment profile to 
showcase the investment potential of 
the district so as to use it to attract 
investment ijn the district",CBD,1,,,,,"All 
government 
departments",
175,20,,"Rural 
Electrific
ation","Sign 1 MOU with the Rural Electrification 
Authority for the connection of power to 
all 12 wards",CBD,1,,,,,"REA, Council, 
CDFC",
175,20,,,Connect 33 schools to electricity,"Chabusha A PS, Chankumba PS, 
Chikuse PS, Chisamba day SS, Chowa 
SS, Chowa PS, Chipilepile PS, Kabanga 
PS, Kabakombo PS, Kachangwa PS, 
Kalimina PS, Kangwa PS, Kalwelwe PS, 
Kaminembe PS, Kamulobwe PS, 
Kasosolo PS, Kanakantapa PS, 
Kasosolo SS, Kasamba PS, Kawama PS, 
Little Canada PS, Lombwa PS, Lukoshi 
PS, Momboshi PS, Moombe PS, 
Mufunda PS, Mulungushi west PS, 
Mupamapamo day SS, Muswishi PS, 
Muswishi Agro PS, Mwantaya PS, 
Mweemba PS, Nyankanga PS,",1,8,8,8,8,,
175,20,,,Connect 14 Health facilities to electricity,"Chikonkomene, Kasosolo, Kawama, 
Kachele, Kanakantapa, Mwantaya, 
Makeni, Mupamapamo, Chowa, 
Kaputi, Nalufwi, Kaminembe, Luano, 
Chisamba Ranch",,4,3,3,4,,
175,20,,"Youth 
entrepre
neurship 
and 
vocation","Support 1750 youths under the CDF skills 
development bursary",All wards,350,350,350,350,350,Council,
176,21,,"al skills 
training",,,,,,,,,
176,21,"Chisamba will increase 
access to decent and 
affordable housing","Settleme
nt 
improve
ment",Upgrade 5 unplanned settlements,"Chawama, Location, Kabanana, 
Zimbabwe and Railways compound",0,1,2,1,1,"Council, 
Provincial 
Planning 
Unit, MOL",
176,21,,,"Ensure that 75% of new buildings meet 
the required building standards",Township,,75%,75%,75%,75%,Council,
176,21,Objective: To improve the water supply and sanitation in the district,,,,,,,,,,
176,21,"Chisamba will improve 
access to clean and 
safe water","Infrastruc
ture 
develop
ment","Drill and equip 60 boreholes in all wards 
(5 per ward)",All wards,,15,15,15,15,"Council, 
MWDS",
176,21,,,"Increase the percentage of public 
institutions with water schemes from 
below 10% to 75 % by end of 2033",All public institutions,10%,20%,30%,50%,75%,"Council, 
MWDS",
176,21,,,Operationalize 1 SOMAP shop,Council office,1,,,,,"Council, 
MWDS",
176,21,,,"Increase the number of kiosks at the 
chisamba CBD from the current 4 to 6 
(Construct 2 more)",Chisamba CBD,,,1,1,,"Council, 
MWDS, 
Lukanga 
water",
176,21,,,Rehabilitate 300 boreholes,All wards,50,50,50,50,50,"Council, 
MWDS",
176,21,,,"increase the number of households 
connected to Lukanga water supply 
from  445 to 1445",Chisamba CBD,,250,250,250,250,"Council, 
MWDS, 
Lukanga 
water",
176,21,,,"Train 24 Area Pump Menders (APMS)- 2 
per ward",12 wards,,24,,,,"Council, 
MWDS, 
C/Partners",
176,21,,"Water 
quality 
monitorin
g.","Conduct quarterly testing of water 
samples",All wards,4,4,4,4,4,"Health, 
Council, 
MWDS",
176,21,"Chisamba will ensure 
improved sanitation 
services by 2033","Solid 
waste 
manage
ment","Improve solid waste management by 
mechanising the two existing dumpsites",Liteta and Nkongolo,1,,1,,,"Council, 
MWDS",
176,21,,,"Open up one more dump site along the 
chipembi, chamuka to kabwe route","Chikonkomene ward near Chisamba 
boarding",,,,1,,"Council, 
MWDS",
177,22,,,Construct 5 more refuse bays,"Chikonkomene market near 
Mwomboshi, Chipwende, Chipembi, 
Chamuka and at the checkpoint",,1,,2,2,"Council, 
MWDS",
177,22,,,"Construction of 25 incinerators at all 
health facilities (including the new ones 
under construction)",All health facilities,,6,6,6,7,"Health, 
Council",
177,22,,"Sanitatio
n and 
hygiene 
promotio
n","Development of 1 water and 1 waste 
management systems",CDB,,1,1,,,"Council, 
MWDS",
177,22,ENVIRONMENTAL SUSTAINABILITY,,,,,,,,,,
177,22,Objective 1: Enhance Mitigation and Adaptation to Climate Change,,,,,,,,,,
177,22,Strategies,"Program
me",Sub Program,Location,YR 1,YR 2,YR 3,YR 4,YR 5,Responsible,
177,22,"Chisamba will 
strengthen climate 
change adaptation","Climate 
change 
mainstre
aming","Ensure that 100% of programs and 
projects mainstream climate change",All wards,100%,100%,100%,100%,100%,"All 
stakeholders",
177,22,"Chisamba will 
strengthen climate 
change mitigation","Sustaina
ble forest 
manage
ment","Reduce annual deforestation rate from 
70% to 40%",Chisamba,64%,58%,52%,46%,40%,"Forestry, C/ 
Partners, 
Traditional 
leaders",
177,22,"Chisamba will enhance 
disaster risk reduction 
and response","Climate 
informati
on 
services",Install 8 rain gauges,"Kanakantapa, Chankumba, 
Chipembi, Muswishi",,,,,,,
177,22,,"Disaster 
prepared
ness and 
mitigatio
n","Prepare one District Disaster 
Preparedness and Mitigation plan",CBD,1,,,,,"District 
DMMU",
177,22,,"Disaster 
response 
and 
recovery",,,,,,,,,
177,22,Objective 2: To promote sustainable environment and natural resources management,,,,,,,,,,
177,22,"Chisamba will promote 
integrated","Pollution 
preventio","Conduct quarterly public education and 
awareness campaigns","Densely populated areas and 
selected industries",4,4,4,4,4,Council,
178,23,"environmental 
management","n and 
control","Conduct quarterly inspections to monitor 
adherence","Densely populated areas and 
selected industries",4,4,4,4,4,Council,
178,23,,,"Review and provide feedback on all 
EPBs received from ZEMA (100%)",Chisamba CBD,100%,100%,100%,100%,100%,"Council/ 
ZEMA",
178,23,,"Environm
ental 
complian
ce 
tracking","Conduct quarterly inspections to monitor 
adherence","Densely populated areas and 
selected industries",4,4,4,4,4,Council,
178,23,,,"Conduct quarterly enforcements for non 
compliant individuals or businesses","Densely populated areas and 
selected industries",4,4,4,4,4,Council,
178,23,,"Urban 
and 
regional 
planning",,,,,,,,,
178,23,"Chisamba will enhance 
natural resources 
management","Sustaina
ble land 
and 
forest 
manage
ment","Designate 22 hectares of forests as 
Community Forest Management Areas",Kizito (Muswishi ward),22,50,50,50,50,Forestry,
178,23,,,"Conduct afforestation and reforestation 
by planting 20 hectares of forest",Chamuka chiefdom,4,4,4,4,4,Forestry,
178,23,,,"Lobby for the employment of 6 more 
officers under forestry including 3 forest 
rangers",,1,1,1,1,1,Forestry,
178,23,,"Sustaina
ble 
wildlife 
and 
fisheries 
manage
ment",Set up an office for wildlife officers,,,1,,,,"Parks and 
wildlife",
178,23,,"Commun
ity based 
natural 
resources 
manage
ment","Partners and forestry departments to 
form Community Forest Management 
groups to manage forests and other 
biodiversity",Chamuka chiefdom,,4,,,,"Forestry and 
C/ Partners",
178,23,GOOD GOVERNANCE ENVIRONMENT,,,,,,,,,,
178,23,Objective 1: To ensure the decentralisation  of Public Service System Delivery,,,,,,,,,,
178,23,Strategies,"Program
mes",Sub Program,Location,YR 1,YR 2,YR 3,YR 4,YR 5,Responsible,
179,24,"Chisamba will ensure 
decentralisation of 
public service system 
delivery by 2033","Sector 
Decentra
lisation","Digitisation of revenue collection systems 
in all government units that collect 
revenue by creating 1 system","All government departments that 
collect revenue",,"1 
digitise
d 
system",,,,"Council, 
District 
Administratio
n",
179,24,,,"Increase local revenue by 20% annually 
through recruiting qualified revenue 
collectors, training revenue collectors, 
increasing spot checks, Keeping and 
updating the revenue database etc",Council,20%,20%,20%,20%,20%,"Council 
C/Partners",
179,24,,,"Enhancing inclusive participation in 
decision making and socio-economic 
development through formation of 12 
WDCS",12 WDCs,,,,"12 
WDCs 
forme
d",,"Council, 
Other 
government 
departments
, Partners",
179,24,,,"Enhancing inclusive participation in 
decision making and socio-economic 
development through continuous 
capacity building of the 12 WDCS",12 WDCs,"12 
WDC
s 
capa
city 
built","12 
WDCs 
capaci
ty built","12 
WDCs 
capa
city 
built","12 
WDCs 
capa
city 
built","12 
WD
Cs 
cap
acity 
built","Council, 
Other 
government 
departments
, Partners",
179,24,,"Capacity 
Develop
ment","Establishing advocacy platforms by 
constructing and operationalising 1 
radio station",Chisamba old boma,,"1 radio 
station",,,,"Radio station 
task force, 
C/partners",
179,24,"Chisamba will ensure 
strengthened 
transparency and 
accountability 
mechanisms","Civic 
educatio
n","Promotion of awareness and sensitisation 
through the production of 780 Television 
(TV) and Radio Documentaries as well as 
Television News Packages on 
government programmes and projects",All 12 wards,"156 
docu
ment
aries/ 
news 
pack
ages","157 
docum
entarie
s/ news 
packa
ges","158 
docu
ment
aries/ 
news 
pack
ages","159 
docu
ment
aries/ 
news 
pack
ages","160 
doc
ume
ntari
es/ 
news 
pac
kag
es","ZANIS, All 
government 
departments
, C/partners",
179,24,,,"Raise awareness of crime by conducting 
40 community sensitisation meetings/ 
programs",12 Wards,"8 
meet
ings/
progr
ams","9 
meetin
gs/pro
grams","10 
meeti
ngs/p
rogra
ms","11 
meeti
ngs/p
rogra
ms","12 
mee
tings
/pro
gra
ms","Zambia 
Police",
180,25,,"Audit 
and Risk 
manage
ment","Establishment of 1 integrity committee in 
the district",CDB,,"1 
integrit
y 
commi
ttee",,,,"Council, 
District 
Administratio
n, ACC",
180,25,"Chisamba will 
strengthen public 
service  performance 
management systems","P
erforma
nce 
Manage
ment 
System","Development of 1 service charter for the 
Local Authority",Council,,"1 
service 
charter",,,,Council,
180,25,"Objective:  To Improve the rule of Law, Human Rights and Constitutionalism",,,,,,,,,,
180,25,"Chisamba will 
strengthen the criminal 
and justice system and 
enhance the rule of law","Infrastruc
ture 
Develop
ment","Construction and operationalisation of 2 
courts (one local and one subordinate) 
CDB",CBD,,,"1 
Court",,"1 
Cour
t",Judiciary,
180,25,,,Rehabilitate 1 local court,Chamuka,,1,,,,Judiciary,
180,25,,,Construction of 3 police posts,"Momboshi- Mutenga ward, 
Mupelekese- Mwapula ward and at 
Kapani- Chikonkomene ward.",,"1 
Police 
post",,"1 
Police 
post","1 
Polic
e 
post","Zambia 
Police",
180,26,ECONOMIC TRANSFORMATION AND JOB CREATION,,,,,,,,,,
180,26,Objective: To become an industrialised and diversified district by 2033,,,,,,,,,,
180,26,Strategies,Programmes,Sub Program,Output,"COSTS 
YR 1","COST
S YR 2","COSTS 
YR 3","COSTS 
YR 4","COSTS 
YR 5","TOTAL 
COST","PROPOSED SOURCE 
OF FUNDS"
180,26,"Chisamba will 
Improve Agricultural 
Production and 
Productivity","a)Infrastructure 
Development","Construction of 5 staff 
houses for agricultural 
extension officers (2 for 
block officers and 3 for 
camp officers)","5 agricultural staff 
houses constructed",,"50000
0",1000000,500000,500000,"250000
0","MOA/ COUNCIL/ 
PARTNERS"
180,26,,,"Rehabilitation of  5 camp 
houses for agricultural 
extension officers","5 Agricultural staff 
houses rehabilitated",,"25000
0",250000,250000,500000,"125000
0","MOA/ COUNCIL/ 
PARTNERS"
180,26,,,"Construction of  7 
Veterinary camp houses","7 veterinary staff 
houses constructed",,"50000
0",1000000,"100000
0",1000000,"350000
0","MFL/ COUNCIL/ 
PARTNERS"
181,27,,,"Rehabilitation of 5 
veterinary camp houses","5 Veterinary houses 
rehabilitated",,"50000
0",250000,250000,250000,"125000
0","MFL/ COUNCIL/ 
PARTNERS"
181,27,,,"Construction of 2 livestock 
service centers","2 livestock centres 
constructed",,"30000
0",,300000,,600000,MFL
181,27,,,"Construction of Animal 
Health Infrastructure( 16 
Dip tanks)","1 dip tanks 
constructed",,"84000
0",840000,840000,840000,"336000
0","MFL/ COUNCIL/ 
PARTNERS"
181,27,,,"Construction of 1 livestock 
breeding center","1 livestock breeding 
centre constructed",,,250000,,,250000,MFL
181,27,,,"Construction of 1 
Livestock market center","1 livestock market 
centre constructed",,"30000
0",,,,300000,MLF
181,27,,,"Construction of 2 
Slaughter facilities","2 slaughter facilities 
constructed",,,200000,,200000,400000,LA/MFL
181,27,,,"Construction of 3 storage 
sheds","3 storage sheds 
constructed",,,1000000,"100000
0",1000000,"300000
0",MOA
181,27,,,"Construction of a 
fingerling production 
centre","1 fingerling 
production centre 
constructed",,,350000,,,350000,MFL
181,27,,,"Construction of fish feed 
production centre","1 fish feed 
production centre 
constructed",,,,,500000,500000,MFL
181,27,,"b)Agricultural 
mechanisation","Increase access to 
mechanisation by farmers 
by linking farmers to 
partners such as 
equipment suppliers","Area under 
smallholder 
mechanised farming 
increased to 475 Ha",50000,50000,50000,50000,50000,250000,"MOA, PARTNERS"
181,27,,"c)Enhanced 
farmer support","Provision of Farmer Input 
Support to farmers under 
the FISP to 16415","Input support under 
FISP provided to 
16415 farmers",60000,60000,60000,60000,60000,300000,MOA
181,27,,"e) Agribusiness 
development","Conduct 30 sensitization 
meetings on agricultural 
marketing system","30 sensitisation 
meetings on 
agricultural 
marketing systems 
conducted",15000,15000,15000,15000,15000,75000,MOA
181,27,,,"Conduct 5 sensitisation 
meetings to promote  
Animal Identification 
registration-Brand Mark","5 sensitisation 
meetings to 
promote  Animal 
Identification",15000,,,,,15000,MFL
182,28,,,,"registration-Brand 
Mark conducted",,,,,,,
182,28,,,"Training of 1506 Livestock 
farmers in livestock 
farming as a business","1506 Livestock 
farmers trained  in 
livestock farming as 
a business",,4000,4000,4000,,12000,MFL
182,28,,,"Training of 20 individual 
fish farmers and 4 
cooperatives in fish 
farming as a business","20 individual fish 
farmers and 4 
cooperatives 
trained in fish 
farming as a 
business",1000,2000,,,,3000,MFL
182,28,,,"Establishment of 3 value 
chains while 
strengthening existing 
ones","3 value chains 
established",,"15000
0",15000,150000,,315000,MOA/ MFL
182,28,,,"Establishment of one Agro 
processing plant","1 agro processing 
plant established",,,,"300000
000",,"300000
000",MOA
182,28,,,"Increase access to credit 
facilities","2000 farmers have 
access to credit 
facilities through 
sensitisation",15000,15000,15000,15000,15000,75000,MOA
182,28,,"f) Irrigation 
development",Construction of 3 dams,3 dams constructed,,,"14,000,0
00","14,000,
000","14,000,0
00","420000
00","MOA, MWDS"
182,28,,,Construction of 10 weirs,10 weirs constructed,140000,,20000,20000,20000,200000,"MOA, C/PARTNERS"
182,28,,"g) Fisheries and 
aquaculture 
development","Enhance the participation 
of youth groups in 
aquaculture by linking 3 
groups per year to CDF 
grants","3 aquaculture youth 
groups linked to CDF 
per year",,,,,500,500,MFL/ COUNCIL
182,28,,,"Conduct 2 assessments of 
Fishery areas for breeding","2 assessments of 
fishery areas for 
breeding 
conducted",,5000,5000,,,10000,MFL
183,29,,"i) Livestock 
development","To enhance Animal 
disease prevention and 
control by vaccinating at 
least 50,000 cattle against 
FMD yearly","5000 cattle 
vaccinated against 
FMD per year",80000,80000,80000,80000,80000,400000,MFL
183,29,,,"To enhance Animal 
disease prevention and 
control by vaccinating at 
least 2000 calves against 
ECF yearly","2000 calves 
vaccinated against 
ECF yearly",50000,50000,50000,50000,50000,250000,MFL
183,29,,,"Conduct 5 sensitisation 
meetings to promote  
Animal Identification 
registration-Brand Mark","5 sensitisation 
meetings to 
promote  Animal 
Identification 
registration-Brand 
Mark conducted",15000,,,,,15000,MFL
183,29,,"j) Extension 
services support","Increase the number of 
agricultural camps from 
the current 16 to 25 
(Create 9 more by 
subdividing the existing 
camps)","9 more agriculture 
camps created",20000,,,,,20000,MOA
183,29,,,"Create 2 more camps to 
Increase the number of 
Veterinary camps from 
the current 5 to 7 (2 more 
created by subdividing 
the existing camps)","2 more veterinary 
camps created",,10000,,,,10000,MFL
183,29,,,"Increase the number of 
extension workers in the 
camps by employing 6 
agricultural extension staff 
in addition to the current 
19","6 more agricultural 
extension officers 
employed",,10000,10000,10000,,30000,MOA
183,29,,,"Employ 7 more extension 
staff under fisheries and 
livestock","7 more veterinary 
extension officers 
employed",,2000,2000,,,4000,MFL
183,29,,,"Procurement of 35 
motorbikes for agricultural 
and veterinary camp 
officers","35 motorbikes for 
agricultural and 
veterinary camp 
officers procured",,"650,00
0","1,300,00
0","1,300,0
00","1,300,00
0","455000
0",MOA/ MFL
